2грамма	частота
о 	0.018897114647823048
е 	0.016974678609325073
а 	0.01649919939774221
и 	0.015934921613162845
 в	0.015381610983017312
 с	0.015279368801359985
 п	0.015215334770633424
 н	0.013796326498565816
то	0.012077667265031925
ст	0.011589452003138807
 о	0.01142105311570321
на	0.010450636837896815
я 	0.009728219761965114
ь 	0.009491895272874822
но	0.009274321080074628
 к	0.008869951482724023
 и	0.008740114525394476
по	0.0085267856826977
ко	0.008402962971347997
не	0.008220412916901005
м 	0.008162039352979001
й 	0.008075363455034209
ен	0.007936328239147255
ра	0.007700711308407806
го	0.00762854035664987
ни	0.0075252368374669415
ал	0.0075224066040646695
ро	0.00705647943021564
 б	0.006981832024230716
 д	0.0068933872304097156
ка	0.006847395937622795
 т	0.006808480228341555
ов	0.006663076987299831
во	0.006636189769978247
ли	0.006577462426881103
он	0.0065417307301774185
пр	0.006484772282956694
 м	0.006438073431819206
ос	0.00635705800067917
от	0.006281703036343678
ре	0.006199980046853073
ло	0.006135946016126669
у 	0.006008231733849145
в 	0.006007877954673861
ва	0.006007170396323293
л 	0.005812238070741808
ер	0.005780751724141532
та	0.005747496481664836
ол	0.005723793276920808
ет	0.005617305745160324
ве	0.0055769749191779475
ть	0.005498082163089615
т 	0.005438647261641903
ел	0.005408929810918047
ор	0.005358339388852435
од	0.005339589092562383
ла	0.005327914379778011
ом	0.005229917548224342
ри	0.005097250357492842
те	0.004980149450473838
ан	0.004900195356859653
ес	0.004861633426753697
н 	0.004789108695820477
ы 	0.004683682501585845
 ч	0.0046185871333335885
де	0.00458780834508388
ог	0.004557383336009456
за	0.004547831298276788
ле	0.004544293506523948
ил	0.00453474146879128
ль	0.004453018479300676
ат	0.00442683882032966
 у	0.00435431408939644
 з	0.0042906338378453195
к 	0.004257024816193339
ем	0.004153013738659843
ой	0.004136386117421495
 г	0.004133555884019223
да	0.004104545991645935
ак	0.004076597436798499
ти	0.004051832894528619
ны	0.0040015962516382906
ас	0.003945345362768134
до	0.003826829339047994
ся	0.003802064796778114
ар	0.003779422929559938
 р	0.003772701125229542
об	0.0036888554606872336
бы	0.0036488784138801415
х 	0.0035997031085156653
ме	0.0035997031085156653
 е	0.0035809528122256132
се	0.003515503664798073
ит	0.003511258314694665
че	0.003504182731188985
ск	0.003454299867473941
ин	0.0034153841581927007
ав	0.0033499350107651605
мо	0.0033414443105583445
же	0.003205239328074004
нн	0.003126700351160956
 э	0.0031033509255922118
аз	0.0030481613742479076
ег	0.0030439160241444996
ам	0.0029926180437283194
ма	0.0029745753057888354
ед	0.0029342444798064592
эт	0.0029296453505277672
им	0.002795916822270415
сл	0.0027831807719601908
ви	0.0027516944253599147
с 	0.0027340054665957146
сь	0.0027233920913371946
тв	0.0027113635993775385
ми	0.0026954435364897585
ис	0.0026766932401997064
тр	0.0026646647482400504
со	0.0026501598020534064
чт	0.002587540888028138
 л	0.002586479550502286
 ж	0.002555346983077294
ну	0.002541903374416502
ки	0.002529521103281562
ди	0.00249308184822731
вс	0.002490251614825038
ю 	0.0024661946309057258
ру	0.0024056983919321616
ад	0.0023940236791477896
ие	0.0023784573954352935
жа	0.0023628911117227975
вы	0.0023625373325475135
бо	0.0023147771438841733
ик	0.002277984109654637
бе	0.002228101245939593
ив	0.002203690482844997
из	0.002192369549235909
ыл	0.002170789019543585
ей	0.002156284073356941
ше	0.0021113541180958727
ое	0.0021000331844867846
ок	0.0020929576009811046
ая	0.0020632401502572485
ча	0.0019811633815913603
дн	0.0019404787764336923
пе	0.0018987328337501546
му	0.0018789211999342384
ев	0.001831161011270869
сп	0.001827976998693311
кр	0.0018028586772481316
хо	0.0017848159393086364
оз	0.0017830470434322154
ый	0.0017819857059063627
св	0.001775971459926531
оч	0.001746607788377941
ож	0.001745192671676804
уд	0.0017377633089958355
ус	0.0017285650504384458
ля	0.0017253810378608878
са	0.0017161827793034982
ту	0.0016546252028040442
ду	0.001642950490019665
 а	0.0016309219980600016
их	0.0016100490267182328
ши	0.0015824542510460638
ще	0.0015806853551696427
ры	0.0015799777968190743
па	0.0015654728506324213
ул	0.0015491990085693473
чи	0.001548845229394063
ты	0.0015336327248568417
зн	0.001517712661969052
ут	0.0014971934698025673
гл	0.0014957783531014304
лу	0.0014752591609349457
ку	0.0014359896724783975
жи	0.0014267914139210079
ым	0.0014207771679411762
ее	0.0013793850044329227
ия	0.0013680640708238277
ьн	0.00135568179968888
ые	0.001340823074326943
ят	0.0013401155159763745
з 	0.0013397617368010903
ид	0.0013397617368010903
уж	0.0013273794656661426
бр	0.0013266719073155742
оп	0.001324549232263869
ае	0.001308629169376079
 я	0.0013015535858703947
ий	0.0012997846899939736
ек	0.001298723352468121
д 	0.0012866948605084576
тс	0.0012764352644252153
ез	0.0012654681099914045
лс	0.0012555622930834464
еб	0.0012138163503999087
еч	0.0012085096627706454
ых	0.0012053256501930875
тн	0.0012042643126672348
иц	0.0011943584957592767
ня	0.0011840988996760344
др	0.0011600419157567076
га	0.0011593343574061391
аж	0.00115438144895216
си	0.001149428540498181
вн	0.0011405840611160756
мн	0.001118649752248454
уг	0.0011083901561652117
лю	0.0011044985852370853
ую	0.0010885785223492955
су	0.001087870963998727
мы	0.0010864558472975902
гр	0.001061691305027695
гд	0.0010577997340995686
вш	0.0010549695006972948
дв	0.0010411721128612103
ша	0.001040818333685926
ба	0.0010365729835825155
бу	0.0010319738543038207
це	0.0010181764664677362
ич	0.0010167613497665993
ря	0.0010135773371890413
пи	0.0010121622204879045
еп	0.0010043790786316517
ош	9.93411924197841E-4
ум	9.866901198674408E-4
р 	9.767843029594827E-4
 ф	9.541424357412995E-4
нь	9.534348773907313E-4
бл	9.502508648131743E-4
ьк	9.46005514709765E-4
вр	9.42821502132208E-4
сн	9.406988270805034E-4
жн	9.346845811006735E-4
аю	9.311467893478324E-4
щи	9.26547660069139E-4
ыв	9.244249850174343E-4
жд	9.226560891410138E-4
 х	9.177031806870363E-4
вл	9.074435846037971E-4
 ш	8.925848592418645E-4
ах	8.918773008912963E-4
ьс	8.784336922305001E-4
ач	8.724194462506702E-4
зд	8.720656670753861E-4
еж	8.550842666617489E-4
ап	8.462397872796461E-4
пл	8.384566454233957E-4
ял	8.35980191196407E-4
аб	8.352726328458387E-4
дл	8.338575161447023E-4
зв	8.3279617861885E-4
рн	8.29612166041293E-4
уш	8.260743742884519E-4
пу	8.260743742884519E-4
чн	8.214752450097585E-4
уп	8.16876115731065E-4
ца	8.161685573804968E-4
би	7.839746524296429E-4
ву	7.768990689239607E-4
зе	7.765452897486766E-4
ир	7.691159270677103E-4
уч	7.666394728407215E-4
ье	7.609790060361757E-4
ои	7.588563309844711E-4
аг	7.485967349012319E-4
ук	7.277237635594694E-4
ии	7.270162052089012E-4
лы	7.270162052089012E-4
дь	7.171103883009462E-4
аш	6.923458460310585E-4
кл	6.909307293299221E-4
ув	6.884542751029333E-4
ыс	6.859778208759445E-4
оя	6.803173540713988E-4
ды	6.799635748961147E-4
см	6.764257831432736E-4
ур	6.74656887266853E-4
рт	6.735955497410007E-4
уб	6.68288862111739E-4
ыт	6.672275245858867E-4
еш	6.61567057781341E-4
зо	6.449394365429878E-4
тк	6.378638530373056E-4
ги	6.35741177985601E-4
г 	6.350336196350328E-4
нт	6.279580361293506E-4
ян	6.205286734483843E-4
сс	6.16283323344975E-4
ют	6.010708188077582E-4
ещ	6.0036326045719E-4
кт	5.932876769515078E-4
рь	5.890423268480985E-4
чу	5.671080179804837E-4
рд	5.561408635466763E-4
ющ	5.41989696535312E-4
ох	5.398670214836073E-4
иш	5.35621671380198E-4
ке	5.313763212767887E-4
шк	5.264234128228111E-4
шл	5.218242835441177E-4
ци	5.207629460182654E-4
ай	5.204091668429813E-4
иу	5.200553876676972E-4
йс	5.193478293171289E-4
мя	5.165175959148561E-4
яд	5.133335833372991E-4
ью	5.119184666361626E-4
нс	5.119184666361626E-4
гн	5.020126497282076E-4
ыш	4.959984037483777E-4
ех	4.952908453978095E-4
ща	4.942295078719572E-4
вз	4.83262353438149E-4
иб	4.7618676993246574E-4
яс	4.744178740560449E-4
нк	4.6451205714808833E-4
 ц	4.630969404469517E-4
иг	4.6026670704467837E-4
гу	4.5354490271427926E-4
юд	4.4859199426030096E-4
иж	4.4788443590973264E-4
тт	4.44346644156891E-4
ыр	4.383323981770602E-4
кн	4.372710606512077E-4
тя	4.365635023006394E-4
зи	4.3620972312535523E-4
ьш	4.344408272489344E-4
яв	4.337332688983661E-4
нц	4.2807280209381947E-4
сч	4.24888789516262E-4
рж	4.220585561139887E-4
йн	4.217047769387045E-4
зы	4.149829726083054E-4
ям	4.1356785590716875E-4
ьж	4.0755360992733797E-4
ух	4.0578471405091715E-4
ущ	3.9694023466881306E-4
ха	3.944637804418239E-4
дс	3.9234110539011893E-4
шь	3.8738819693614064E-4
бя	3.870344177608565E-4
зр	3.820815093068782E-4
вя	3.781899383787524E-4
рм	3.7748238002818405E-4
ц 	3.728832507494899E-4
зу	3.711143548730691E-4
лк	3.672227839449433E-4
лн	3.66515225594375E-4
бн	3.594396420886917E-4
дя	3.594396420886917E-4
ья	3.566094086864184E-4
чк	3.5590185033585007E-4
ец	3.516565002324401E-4
зл	3.516565002324401E-4
юб	3.5130272105715594E-4
ео	3.498876043560193E-4
дц	3.4705737095374597E-4
йт	3.467035917784618E-4
зм	3.40689345798631E-4
ге	3.4033556662334686E-4
ию	3.3644399569522106E-4
зг	3.3361376229294775E-4
рв	3.3255242476709526E-4
рс	3.2759951631311697E-4
ящ	3.2759951631311697E-4
шн	3.1804747858044455E-4
ищ	3.1203323260061376E-4
нд	3.067265449713513E-4
ун	3.0248119486794134E-4
ср	2.971745072386789E-4
фр	2.9469805301168974E-4
фа	2.929291571352689E-4
сы	2.922215987847006E-4
пы	2.9186781960941643E-4
лж	2.9151404043413227E-4
цы	2.911602612588481E-4
пя	2.872686903307223E-4
ьм	2.851460152790173E-4
вп	2.8373089857788066E-4
ащ	2.812544443508915E-4
рк	2.7983932764975486E-4
уз	2.7594775672162906E-4
чь	2.755939775463449E-4
фо	2.706410690923666E-4
уе	2.7028728991708244E-4
ощ	2.6922595239122995E-4
шу	2.6816461486537746E-4
яз	2.667494981642408E-4
вд	2.5967391465855753E-4
фе	2.543672270292951E-4
тл	2.472916435236118E-4
сх	2.4693786434832764E-4
рг	2.4587652682247515E-4
фи	2.4127739754378126E-4
хи	2.4127739754378126E-4
вь	2.4092361836849712E-4
ын	2.3950850166736058E-4
ою	2.3950850166736058E-4
вт	2.3844716414150817E-4
мл	2.310178014605413E-4
рш	2.2924890558412062E-4
цо	2.2854134723355234E-4
дк	2.2854134723355234E-4
жо	2.281875680582682E-4
цу	2.1969686785144893E-4
сю	2.1828175115031238E-4
оо	2.1615907609860756E-4
зя	2.1509773857275515E-4
яе	2.0943727176820896E-4
як	2.0837593424235655E-4
б 	2.0660703836593587E-4
ип	2.0625325919065173E-4
ж 	2.058994800153676E-4
ио	2.0519192166479932E-4
кв	2.0271546743781037E-4
нг	1.9068697547814972E-4
мр	1.8891807960172904E-4
бщ	1.885643004264449E-4
ях	1.8431895032303526E-4
рх	1.8325761279718285E-4
хв	1.818424960960463E-4
жу	1.818424960960463E-4
шо	1.8042737939490976E-4
вк	1.8042737939490976E-4
сд	1.7759714599263667E-4
п 	1.7618202929150012E-4
уа	1.7476691259036358E-4
нч	1.7193667918809048E-4
зб	1.7052156248695394E-4
рр	1.701677833116698E-4
мь	1.6839888743524912E-4
лл	1.662762123835443E-4
ея	1.6556865403297602E-4
пн	1.6486109568240775E-4
ш 	1.6309219980598707E-4
аи	1.6309219980598707E-4
яж	1.6167708310485052E-4
рл	1.6026196640371397E-4
еи	1.595544080531457E-4
ык	1.5212504537217883E-4
рю	1.50002370320474E-4
тд	1.4717213691820092E-4
зк	1.4681835774291678E-4
ып	1.461107993923485E-4
бс	1.461107993923485E-4
хр	1.4469568269121196E-4
нж	1.4434190351592783E-4
ыч	1.4363434516535955E-4
ыб	1.3868143671138164E-4
яю	1.3691254083496096E-4
иа	1.3691254083496096E-4
юр	1.3585120330910855E-4
зь	1.354974241338244E-4
йд	1.354974241338244E-4
ню	1.354974241338244E-4
яч	1.3514364495854027E-4
ац	1.3478986578325614E-4
нщ	1.3408230743268786E-4
ьз	1.3302096990683545E-4
жк	1.305445156798465E-4
ьб	1.2912939897870995E-4
оф	1.2842184062814168E-4
тч	1.277142822775734E-4
еу	1.2417649052473204E-4
вм	1.238227113494479E-4
юч	1.2240759464831135E-4
щу	1.220538154730272E-4
лг	1.209924779471748E-4
хл	1.2028491959660652E-4
ею	1.1922358207075411E-4
мп	1.1710090701904929E-4
лч	1.1568579031791274E-4
мс	1.1533201114262861E-4
дт	1.142706736167762E-4
эр	1.1391689444149206E-4
аф	1.1214799856507138E-4
ч 	1.114404402145031E-4
ху	1.0790264846166174E-4
хн	1.0684131093580933E-4
мб	1.0471863588410451E-4
еф	1.0401107753353624E-4
ьт	1.036572983582521E-4
яя	1.0224218165711555E-4
цв	1.0188840248183142E-4
рц	1.0153462330654728E-4
юс	1.0011950660541073E-4
ау	9.905816907955832E-5
юн	9.835061072899005E-5
тю	9.799683155370591E-5
бк	9.799683155370591E-5
рб	9.799683155370591E-5
тп	9.728927320313764E-5
ьр	9.622793567728523E-5
дп	9.481281897614868E-5
гк	9.410526062558041E-5
оц	9.233636474915973E-5
яг	9.198258557387559E-5
йш	9.092124804802318E-5
пь	9.056746887273904E-5
 ю	9.021368969745491E-5
яр	8.950613134688663E-5
кс	8.879857299631836E-5
мк	8.879857299631836E-5
зж	8.596833959404527E-5
рч	8.561456041876113E-5
чо	8.561456041876113E-5
щн	8.490700206819286E-5
лп	8.384566454234045E-5
юц	8.349188536705631E-5
тц	8.24305478412039E-5
ъя	8.24305478412039E-5
пт	8.24305478412039E-5
 щ	8.136921031535149E-5
ыд	8.066165196478322E-5
бъ	8.030787278949908E-5
йл	8.030787278949908E-5
нм	7.924653526364667E-5
пк	7.889275608836254E-5
рф	7.783141856251013E-5
дм	7.747763938722599E-5
ыз	7.712386021194185E-5
дю	7.677008103665772E-5
йч	7.606252268608944E-5
нр	7.57087435108053E-5
нв	7.393984763438462E-5
лд	7.358606845910049E-5
уй	7.252473093324808E-5
жь	7.217095175796394E-5
эп	7.18171725826798E-5
бв	7.18171725826798E-5
рп	7.18171725826798E-5
сш	7.075583505682739E-5
еа	7.075583505682739E-5
йр	7.075583505682739E-5
ьо	7.040205588154326E-5
яп	7.040205588154326E-5
ьи	7.004827670625912E-5
рз	7.004827670625912E-5
уя	6.934071835569085E-5
ьч	6.934071835569085E-5
йк	6.827938082983844E-5
мэ	6.827938082983844E-5
шт	6.79256016545543E-5
ьд	6.651048495341775E-5
ъе	6.580292660284948E-5
хс	6.544914742756534E-5
ьв	6.544914742756534E-5
мг	6.544914742756534E-5
чш	6.509536825228121E-5
лт	6.40340307264288E-5
фу	6.368025155114466E-5
оу	6.332647237586052E-5
бь	6.085001814887156E-5
бх	6.014245979830329E-5
юм	5.978868062301915E-5
дз	5.872734309716674E-5
гв	5.8373563921882604E-5
сб	5.7312226396030195E-5
йц	5.7312226396030195E-5
ыг	5.695844722074606E-5
ьц	5.695844722074606E-5
юл	5.660466804546192E-5
юш	5.660466804546192E-5
дш	5.6250888870177785E-5
мт	5.554333051960951E-5
вч	5.4128213818472965E-5
ф 	5.342065546790469E-5
иф	5.342065546790469E-5
кж	5.023664289034746E-5
тм	4.9882863715063325E-5
жч	4.9882863715063325E-5
сц	4.952908453977919E-5
фл	4.952908453977919E-5
нф	4.952908453977919E-5
яц	4.917530536449505E-5
эк	4.846774701392678E-5
зз	4.811396783864264E-5
рщ	4.7760188663358506E-5
э 	4.740640948807437E-5
тб	4.6698851137506096E-5
яй	4.599129278693782E-5
дб	4.492995526108541E-5
оэ	4.492995526108541E-5
юк	4.4576176085801276E-5
уи	4.316105938466473E-5
мч	4.316105938466473E-5
ьг	4.280728020938059E-5
жс	4.2453501034096456E-5
гс	4.174594268352818E-5
хе	4.103838433295991E-5
гт	4.103838433295991E-5
оа	4.103838433295991E-5
щь	3.99770468071075E-5
дч	3.99770468071075E-5
нп	3.9269488456539227E-5
ьщ	3.856193010597095E-5
пп	3.856193010597095E-5
гж	3.820815093068682E-5
вх	3.785437175540268E-5
зс	3.785437175540268E-5
эл	3.7500592580118543E-5
чл	3.679303422955027E-5
йм	3.679303422955027E-5
вв	3.6439255054266134E-5
ао	3.6085475878982E-5
бю	3.5377917528413724E-5
яб	3.502413835312959E-5
юж	3.467035917784545E-5
шп	3.396280082727718E-5
дд	3.360902165199304E-5
лб	3.3255242476708904E-5
ыж	3.290146330142477E-5
хм	3.254768412614063E-5
тэ	3.2193904950856494E-5
юз	3.184012577557236E-5
пс	3.184012577557236E-5
бм	3.148634660028822E-5
юэ	3.077878824971995E-5
сг	3.007122989915167E-5
шм	2.8656113198015124E-5
лв	2.8656113198015124E-5
шв	2.794855484744685E-5
яи	2.794855484744685E-5
сж	2.7240996496878578E-5
ьп	2.6533438146310305E-5
дх	2.6533438146310305E-5
гч	2.6179658971026168E-5
вц	2.582587979574203E-5
эс	2.5472100620457895E-5
пю	2.5472100620457895E-5
зч	2.5118321445173758E-5
юх	2.4410763094605485E-5
эн	2.370320474403721E-5
цк	2.3349425568753075E-5
щ 	2.3349425568753075E-5
зъ	2.3349425568753075E-5
чр	2.299564639346894E-5
вг	2.299564639346894E-5
жб	2.299564639346894E-5
хт	2.2641867218184802E-5
юю	2.2641867218184802E-5
мм	2.2641867218184802E-5
тщ	2.2288088042900665E-5
лм	2.2288088042900665E-5
кп	2.087297134176412E-5
нз	2.0519192166479982E-5
пч	1.981163381591171E-5
уф	1.9457854640627572E-5
бш	1.9457854640627572E-5
гю	1.9457854640627572E-5
зп	1.9457854640627572E-5
бб	1.9104075465343435E-5
кю	1.9104075465343435E-5
мц	1.87502962900593E-5
лз	1.8396517114775162E-5
бж	1.8042737939491026E-5
съ	1.768895876420689E-5
иэ	1.768895876420689E-5
сф	1.662762123835448E-5
уэ	1.662762123835448E-5
уо	1.6273842063070342E-5
жж	1.6273842063070342E-5
кш	1.6273842063070342E-5
уц	1.556628371250207E-5
кц	1.556628371250207E-5
юф	1.5212504537217933E-5
нл	1.5212504537217933E-5
тх	1.4858725361933794E-5
дъ	1.4504946186649656E-5
кк	1.4504946186649656E-5
нш	1.4504946186649656E-5
йе	1.4151167011365518E-5
ыщ	1.379738783608138E-5
дг	1.379738783608138E-5
дж	1.379738783608138E-5
фы	1.3089829485513103E-5
вщ	1.3089829485513103E-5
тш	1.2736050310228964E-5
юи	1.2736050310228964E-5
йи	1.2736050310228964E-5
юв	1.2382271134944826E-5
бд	1.2382271134944826E-5
ыи	1.2028491959660688E-5
фя	1.167471278437655E-5
зт	1.167471278437655E-5
эг	1.1320933609092411E-5
йо	1.0967154433808273E-5
рэ	1.0613375258524134E-5
лщ	1.0613375258524134E-5
чв	1.0259596083239996E-5
що	1.0259596083239996E-5
вб	1.0259596083239996E-5
мф	9.905816907955858E-6
эш	9.198258557387581E-6
нб	9.198258557387581E-6
гш	8.490700206819304E-6
мю	8.490700206819304E-6
пш	8.490700206819304E-6
эф	8.136921031535166E-6
юг	8.136921031535166E-6
жл	8.136921031535166E-6
зц	8.136921031535166E-6
мв	8.136921031535166E-6
тг	7.783141856251028E-6
эм	7.783141856251028E-6
жг	7.783141856251028E-6
тъ	7.42936268096689E-6
фт	7.42936268096689E-6
шр	7.42936268096689E-6
пэ	7.42936268096689E-6
яш	7.075583505682753E-6
гм	7.075583505682753E-6
жр	7.075583505682753E-6
зш	7.075583505682753E-6
км	7.075583505682753E-6
ьф	6.721804330398615E-6
бц	6.721804330398615E-6
 й	6.368025155114478E-6
ыц	6.368025155114478E-6
пц	6.368025155114478E-6
тз	6.0142459798303404E-6
цт	6.0142459798303404E-6
бч	6.0142459798303404E-6
сз	5.660466804546203E-6
фс	5.660466804546203E-6
хш	5.660466804546203E-6
эз	5.660466804546203E-6
эй	5.660466804546203E-6
юй	5.660466804546203E-6
юп	5.660466804546203E-6
аа	5.660466804546203E-6
бт	5.660466804546203E-6
эх	5.3066876292620655E-6
мз	5.3066876292620655E-6
фч	4.952908453977928E-6
щр	4.952908453977928E-6
бз	4.952908453977928E-6
кз	4.952908453977928E-6
лш	4.952908453977928E-6
нх	4.952908453977928E-6
ыя	4.5991292786937906E-6
эв	4.5991292786937906E-6
эд	4.5991292786937906E-6
дэ	4.5991292786937906E-6
тж	4.245350103409653E-6
вэ	4.245350103409653E-6
лэ	4.245350103409653E-6
мх	4.245350103409653E-6
мщ	4.245350103409653E-6
тф	3.891570928125516E-6
фф	3.891570928125516E-6
хц	3.891570928125516E-6
аэ	3.891570928125516E-6
въ	3.891570928125516E-6
вю	3.891570928125516E-6
хэ	3.537791752841378E-6
жм	3.537791752841378E-6
кд	3.537791752841378E-6
сэ	3.1840125775572402E-6
ыу	3.1840125775572402E-6
кб	3.1840125775572402E-6
лф	3.1840125775572402E-6
юа	2.8302334022731023E-6
фм	2.4764542269889644E-6
шф	2.4764542269889644E-6
юо	2.4764542269889644E-6
бг	2.4764542269889644E-6
гь	2.4764542269889644E-6
жю	2.4764542269889644E-6
йг	2.4764542269889644E-6
хч	2.1226750517048265E-6
хъ	2.1226750517048265E-6
юе	2.1226750517048265E-6
гб	2.1226750517048265E-6
кх	2.1226750517048265E-6
нэ	2.1226750517048265E-6
хк	1.7688958764206886E-6
цц	1.7688958764206886E-6
ьа	1.7688958764206886E-6
ьё	1.7688958764206886E-6
йб	1.7688958764206886E-6
йв	1.7688958764206886E-6
кг	1.7688958764206886E-6
кь	1.7688958764206886E-6
фь	1.415116701136551E-6
фю	1.415116701136551E-6
ьл	1.415116701136551E-6
ьх	1.415116701136551E-6
яу	1.415116701136551E-6
ёр	1.415116701136551E-6
бэ	1.415116701136551E-6
жт	1.415116701136551E-6
жц	1.415116701136551E-6
йз	1.415116701136551E-6
йя	1.415116701136551E-6
лх	1.415116701136551E-6
мш	1.415116701136551E-6
пф	1.415116701136551E-6
цс	1.0613375258524133E-6
шц	1.0613375258524133E-6
ъю	1.0613375258524133E-6
ё 	1.0613375258524133E-6
дщ	1.0613375258524133E-6
зю	1.0613375258524133E-6
йа	1.0613375258524133E-6
йу	1.0613375258524133E-6
йщ	1.0613375258524133E-6
кч	1.0613375258524133E-6
кэ	1.0613375258524133E-6
сщ	7.075583505682755E-7
уу	7.075583505682755E-7
фш	7.075583505682755E-7
хп	7.075583505682755E-7
хф	7.075583505682755E-7
цг	7.075583505682755E-7
чм	7.075583505682755E-7
шг	7.075583505682755E-7
шч	7.075583505682755E-7
шю	7.075583505682755E-7
щв	7.075583505682755E-7
ьэ	7.075583505682755E-7
ээ	7.075583505682755E-7
яо	7.075583505682755E-7
вф	7.075583505682755E-7
гф	7.075583505682755E-7
йп	7.075583505682755E-7
йх	7.075583505682755E-7
кф	7.075583505682755E-7
лё	7.075583505682755E-7
мд	7.075583505682755E-7
пщ	7.075583505682755E-7
сё	3.5377917528413774E-7
 ё	3.5377917528413774E-7
тё	3.5377917528413774E-7
фн	3.5377917528413774E-7
фщ	3.5377917528413774E-7
хд	3.5377917528413774E-7
цб	3.5377917528413774E-7
цж	3.5377917528413774E-7
цм	3.5377917528413774E-7
чд	3.5377917528413774E-7
шд	3.5377917528413774E-7
щд	3.5377917528413774E-7
ъщ	3.5377917528413774E-7
ыф	3.5377917528413774E-7
эа	3.5377917528413774E-7
эб	3.5377917528413774E-7
эж	3.5377917528413774E-7
яа	3.5377917528413774E-7
яф	3.5377917528413774E-7
ёа	3.5377917528413774E-7
ёк	3.5377917528413774E-7
ём	3.5377917528413774E-7
ён	3.5377917528413774E-7
ёт	3.5377917528413774E-7
вж	3.5377917528413774E-7
гг	3.5377917528413774E-7
гз	3.5377917528413774E-7
гп	3.5377917528413774E-7
дё	3.5377917528413774E-7
еэ	3.5377917528413774E-7
жв	3.5377917528413774E-7
жп	3.5377917528413774E-7
жё	3.5377917528413774E-7
йж	3.5377917528413774E-7
йю	3.5377917528413774E-7
лъ	3.5377917528413774E-7
пд	3.5377917528413774E-7
